id_corrida,mecanismo,repeticion,tipo_manipulacion,eventos_totales,manipulaciones_inyectadas,manipulaciones_detectadas,tasa_deteccion_pct,tiempo_verificacion_ms,latencia_registro_ms,estado
286,M1,28,T1,52,1,0,0.0,0.001,0.023,NO_DETECTADO
287,M1,28,T2,48,1,0,0.0,0.001,0.023,NO_DETECTADO
288,M1,28,T3,57,1,0,0.0,0.001,0.023,NO_DETECTADO
289,M1,28,T4,49,1,0,0.0,0.001,0.023,NO_DETECTADO
290,M1,28,T5,53,1,0,0.0,0.001,0.026,NO_DETECTADO
291,M1,29,T1,59,1,0,0.0,0.001,0.035,NO_DETECTADO
292,M1,29,T2,65,1,0,0.0,0.001,0.031,NO_DETECTADO
293,M1,29,T3,55,1,0,0.0,0.001,0.023,NO_DETECTADO
294,M1,29,T4,65,1,0,0.0,0.001,0.023,NO_DETECTADO
295,M1,29,T5,49,1,0,0.0,0.001,0.022,NO_DETECTADO
296,M1,30,T1,45,1,0,0.0,0.001,0.023,NO_DETECTADO
297,M1,30,T2,65,1,0,0.0,0.001,0.023,NO_DETECTADO
298,M1,30,T3,46,1,0,0.0,0.001,0.023,NO_DETECTADO
299,M1,30,T4,57,1,0,0.0,0.001,0.023,NO_DETECTADO
300,M1,30,T5,62,1,0,0.0,0.001,0.022,NO_DETECTADO
301,M2,1,T1,51,1,1,100.0,2.928,0.028,DETECTADO
302,M2,1,T2,54,1,1,100.0,2.456,0.027,DETECTADO
303,M2,1,T3,57,1,1,100.0,3.519,0.026,DETECTADO
304,M2,1,T4,60,1,1,100.0,4.538,0.023,DETECTADO
305,M2,1,T5,49,1,1,100.0,3.136,0.033,DETECTADO
306,M2,2,T1,45,1,1,100.0,3.672,0.025,DETECTADO
307,M2,2,T2,54,1,1,100.0,2.491,0.039,DETECTADO
308,M2,2,T3,53,1,1,100.0,3.79,0.044,DETECTADO
309,M2,2,T4,55,1,1,100.0,3.389,0.025,DETECTADO
310,M2,2,T5,52,1,1,100.0,3.048,0.023,DETECTADO
311,M2,3,T1,62,1,1,100.0,4.373,0.034,DETECTADO
312,M2,3,T2,51,1,1,100.0,2.266,0.024,DETECTADO
313,M2,3,T3,65,1,1,100.0,4.432,0.023,DETECTADO
314,M2,3,T4,57,1,1,100.0,4.231,0.023,DETECTADO
315,M2,3,T5,48,1,1,100.0,3.087,0.023,DETECTADO
316,M2,4,T1,50,1,1,100.0,3.257,0.031,DETECTADO
